id	filename	md5	size	state
70d89b69-dda2-484c-8587-12ed449e0ba7	70d89b69-dda2-484c-8587-12ed449e0ba7/ea212cb7-e06c-41c2-ae40-ac93c55b19ee.wxs.aliquot_ensemble_masked.maf.gz	d17877f48759ce4cf13a6922456b7057	15790	validated
727e8d13-6bf4-43ac-92e5-66823068d616	727e8d13-6bf4-43ac-92e5-66823068d616/6d9d9db2-106f-41b3-bef3-1c0ceed20806.wxs.aliquot_ensemble_masked.maf.gz	b18355796e034ac10fb6330785b991ab	20477	validated
72e6480e-0c5a-4ed6-a631-8188c0055b3d	72e6480e-0c5a-4ed6-a631-8188c0055b3d/047e78f5-ae05-4d63-aa8e-b89dcde44b94.wxs.aliquot_ensemble_masked.maf.gz	93667fd228e5e72f04cb9a0af8f5aed7	4669	validated
73fb9cd8-f515-40ec-871e-744dbdc6f659	73fb9cd8-f515-40ec-871e-744dbdc6f659/1630f3cb-a4ba-47cb-8802-765459fce547.wxs.aliquot_ensemble_masked.maf.gz	b9f47629867148e91447edbf61c252ba	11772	validated
755607a3-3fb2-40b8-979c-8445eaa8b1a7	755607a3-3fb2-40b8-979c-8445eaa8b1a7/8323e9cc-8ca7-4edc-8a0e-19523bc048cb.wxs.aliquot_ensemble_masked.maf.gz	4725cd82aaaf15c6b01e4b5acbb71096	27543	validated
76318b6d-abc4-4c72-a037-ba187d3653c8	76318b6d-abc4-4c72-a037-ba187d3653c8/752353ef-c880-4543-a5cd-5fbf854a5057.wxs.aliquot_ensemble_masked.maf.gz	920638b6628347526f6333b982759e88	30647	validated
7836f0b9-d868-418c-8459-f3164d967991	7836f0b9-d868-418c-8459-f3164d967991/4914079d-9bbe-4dcc-8430-cb84f097546f.wxs.aliquot_ensemble_masked.maf.gz	b43dd8aa98b42066df9fb72fa4e6e50e	35290	validated
78fffa10-5888-4985-95c4-64fd2727fcda	78fffa10-5888-4985-95c4-64fd2727fcda/0aa4babc-0373-4771-a07f-9083685d04db.wxs.aliquot_ensemble_masked.maf.gz	84c6069b5515b6cad67a5cf1db424146	18014	validated
7b886b10-30d7-4023-98dd-5547639a453f	7b886b10-30d7-4023-98dd-5547639a453f/7bc15d2b-f706-4576-be77-100415d2d103.wxs.aliquot_ensemble_masked.maf.gz	89dfd3ac591be47358cb9f44d14560ea	19986	validated
7b9d1e93-f9b6-4e17-963c-a098a573d8d7	7b9d1e93-f9b6-4e17-963c-a098a573d8d7/884dd8cd-185f-4756-aac2-4adc4e673149.wxs.aliquot_ensemble_masked.maf.gz	e8d5b56b55201321ee3b28f6e1297f06	23042	validated
7d9bdfde-3726-4ab9-afae-6dc37c4d2893	7d9bdfde-3726-4ab9-afae-6dc37c4d2893/51ef46bf-c79b-4302-89e3-7050f31d8d93.wxs.aliquot_ensemble_masked.maf.gz	8f342811b0f026173cfb2aa6e84031f0	14184	validated
7f11adb6-7025-4a63-b163-f98853ac959e	7f11adb6-7025-4a63-b163-f98853ac959e/eb00d5df-1a7c-4d0f-ae25-4ec66d70989e.wxs.aliquot_ensemble_masked.maf.gz	16e69056ff0b2b86db64abf1e423d9f9	1889	validated
82f39543-7e8d-4efd-9364-acdde4e0270d	82f39543-7e8d-4efd-9364-acdde4e0270d/3e76ad64-3112-49b0-8507-6fd99cc1350a.wxs.aliquot_ensemble_masked.maf.gz	238ea1d5622696925c76094469964e5b	5790	validated
835caf50-2ed0-4191-bea8-ed1b505d54e3	835caf50-2ed0-4191-bea8-ed1b505d54e3/32180774-11df-45ed-b1f4-e5712a5d28c9.wxs.aliquot_ensemble_masked.maf.gz	fc48904746862204ab0674e700982906	18128	validated
87d411a7-da7d-4b0e-a46e-10b35dd447a4	87d411a7-da7d-4b0e-a46e-10b35dd447a4/55fbbe57-8319-4c08-a79d-238dc8d7e7f9.wxs.aliquot_ensemble_masked.maf.gz	aa39b0d0b84a587555d9511c0743bc92	1140	validated
88715e35-ac27-49a0-af0f-a80a9cc84726	88715e35-ac27-49a0-af0f-a80a9cc84726/7137fef8-07c8-44a3-91f9-2cde818af67a.wxs.aliquot_ensemble_masked.maf.gz	dab2e38a31e2872d18363bcb2e1ab3c5	1142	validated
8ae9cbfd-f1bb-4e47-bc2c-66a82e33e935	8ae9cbfd-f1bb-4e47-bc2c-66a82e33e935/efe548ff-09df-45fd-a00d-8aeaa0d18a07.wxs.aliquot_ensemble_masked.maf.gz	4d90cac60cfb563be1d0133b3d1d8bc4	18007	validated
8c2214bf-daa9-4ea5-bf48-8c0cb0eba599	8c2214bf-daa9-4ea5-bf48-8c0cb0eba599/a6a54a9c-b844-4a45-ae01-451a61bafc19.wxs.aliquot_ensemble_masked.maf.gz	336b4b6e03eb119df1c06ae36622e73d	4680672	validated
906ce5a4-e3f6-408a-a940-48b94c7cde50	906ce5a4-e3f6-408a-a940-48b94c7cde50/1590a72b-5e32-4a2a-9351-25cbaa3f430f.wxs.aliquot_ensemble_masked.maf.gz	ab305bab85a05bede13a53f2f239ad7c	12411	validated
924bba4c-a630-425b-a99c-e49ba552339a	924bba4c-a630-425b-a99c-e49ba552339a/6872b2b6-cb70-4a5a-8269-b00b6efc977b.wxs.aliquot_ensemble_masked.maf.gz	4365f1e5f624a13659d55f4309c0bb05	26612	validated
92eaafac-0137-44c4-9625-57b26335c5c0	92eaafac-0137-44c4-9625-57b26335c5c0/6fcf6808-70df-4f47-acf9-90d267c2abf4.wxs.aliquot_ensemble_masked.maf.gz	2b81cc1ba8020a86a258982d7be3df64	22766	validated
94e7178e-f166-47fd-ad7f-141ae9aa6640	94e7178e-f166-47fd-ad7f-141ae9aa6640/8580fbb1-9cff-4c06-9602-dc5b9cf12b3e.wxs.aliquot_ensemble_masked.maf.gz	2bc1c8024529a5f51059ca8f40ef5670	13340	validated
94f22f04-ce73-4374-8fff-c7d6917ed19c	94f22f04-ce73-4374-8fff-c7d6917ed19c/acd92fbd-98e9-41a2-9a9a-2862924936bb.wxs.aliquot_ensemble_masked.maf.gz	5f162cafd2efd7bc5ef5ba5516465900	8531	validated
951394de-a428-4fa6-81eb-b4dbdb30de69	951394de-a428-4fa6-81eb-b4dbdb30de69/a2b4b772-728e-4314-be08-7c624cc22a8a.wxs.aliquot_ensemble_masked.maf.gz	3990d6835997fe380eef6d277f3a1fc9	34772	validated
973f5f1e-247b-47e9-a3cc-7ba9a325a40a	973f5f1e-247b-47e9-a3cc-7ba9a325a40a/cf24488f-17de-4bc7-a937-c47d9b206427.wxs.aliquot_ensemble_masked.maf.gz	e0b31c13a59c8c3903e3650a9b5197b3	26876	validated
9890e9e0-53e4-44fb-90b7-c63a19f7eedf	9890e9e0-53e4-44fb-90b7-c63a19f7eedf/f231df97-1fdf-437b-876e-cbc528bc8223.wxs.aliquot_ensemble_masked.maf.gz	99e5eb2e5a8e76befee63beba4b72c35	21058	validated
